1.0000000000000000	1.0000000000000000
1.2914490668402778	2.3939333196017669
2.1345834224210165	4.4649338232897140
3.7347847744180491	7.9548140500771849
6.5367927672148944	13.7146788360264225
11.0349548237443216	21.7486821768397327
16.6655078296171695	27.1432368002817554
19.4603845267700777	18.6901848888662023
15.4087382797444441	1.5324614986284182
7.7635180790817309	-7.2326219458875993
1.4327994613345059	-8.6317050920927763
-2.4439552928413715	-8.1954549461636450
-4.6275060353445685	-7.9107766928355900
-5.9445943188824932	-8.1165810705890991
-6.9168044917087386	-8.7252162943626708
-7.7971641713605857	-9.5340293660529039
-8.6448926250672553	-10.2743085260426241
-9.3802609256620890	-10.6392681918286272
-9.8440526350962774	-10.3912183930492432
-9.8917725042921187	-9.5279518326738533
-9.4994606694588839	-8.3412959398212241
-8.8019921356096784	-7.2479886618524869
-8.0259954874268065	-6.5466754566901759
-7.3824098720253346	-6.3303686839000060
-7.0037633961362520	-6.5570989726344857
-6.9425440101617912	-7.1421460281008526
-7.1955877043103200	-7.9938994465217386
-7.7207336816669443	-8.9955175449206077
-8.4335503145522015	-9.9635742294452498
-9.1920574248309546	-10.6294861902390725
-9.7964553187722245	-10.7065878444900058
-10.0399821228425061	-10.0665687001951483
-9.8121065439119040	-8.8978128554966194
-9.1788546587614768	-7.6342229420928716
-8.3539459173391499	-6.6822002688022177
-7.5831406909628916	-6.2306804060792462
-7.0457322042652937	-6.2757850363883243
-6.8286502083673044	-6.7343430790615280
-6.9488285987093770	-7.5142038556227488
-7.3794282773999846	-8.5153237825331924
-8.0559853364315295	-9.5884427918823523
-8.8617897307404458	-10.4916424957281080
-9.6121731121862322	-10.9063498314543210
-10.0768641672255335	-10.5784612352279588
-10.0708465364805342	-9.5383020069998548
-9.5713901439832494	-8.1661400828237856
-8.7494206504440193	-6.9583958542888400
-7.8721845988173627	-6.2316469973821649
-7.1715274600945582	-6.0520994551017528
-6.7803766005651394	-6.3479803109154105
-6.7429361321217343	-7.0207536415176763
-7.0485430847782977	-7.9774489984588568
-7.6504516986844537	-9.0999920665156964
-8.4583307379184145	-10.1890920505330982
-9.3150551397208847	-10.9347528712034414
-9.9912510368261227	-10.9942831195983821
-10.2453234807739069	-10.2163265902477676
-9.9526140719014098	-8.8433207931439135
-9.2034318546783016	-7.4063557663799688
-8.2580744900925431	-6.3692525540117160
-7.3988952010659474	-5.9137553067737132
-6.8176301659525400	-6.0031821078851495
-6.5972830256002197	-6.5316243584680418
-6.7472461537783888	-7.4015766885169940
-7.2362506156556776	-8.5162852082732616
-7.9977441838796048	-9.7239510951942538
-8.9084031855955956	-10.7572326306935526
-9.7626748902813070	-11.2406450690614008
-10.2925653481150690	-10.8586193827281399
-10.2769418742799985	-9.6407308642152234
-9.6901575062750087	-8.0527723875829480
-8.7408312773343546	-6.6893343614254990
-7.7449429629817335	-5.8998158978533972
-6.9635369102257254	-5.7270315269372105
-6.5350098680328772	-6.0678545188480353
-6.4978538907775567	-6.8095720340273651
-6.8361150689531236	-7.8614784478689517
-7.5022515447817080	-9.1126125160919518
-8.4062228776522243	-10.3580915961843374
-9.3822717586269135	-11.2485871373926152
-10.1717348289810605	-11.3648953247434452
-10.4854740443247039	-10.4927261527347309
-10.1633707914067983	-8.9043701285224657
-9.3061560506922429	-7.2440765823184963
-8.2231315272881673	-6.0649498692927022
-7.2446095618708251	-5.5585081740355724
-6.5846292756399007	-5.6561004305324500
-6.3272804885345320	-6.2254876534279120
-6.4765907129215545	-7.1636398711516245
-6.9994915181595596	-8.3837027758317664
-7.8331281945102464	-9.7450940762590008
-8.8570527458130304	-10.9695650984328399
-9.8532253336320625	-11.6212020330861368
-10.5118548729674917	-11.2821001128812597
-10.5519201883701843	-9.9231085116958440
-9.9150137647888705	-8.0794966225211642
-8.8355711717592982	-6.4825109180171268
-7.6886333792936314	-5.5563346925518466
-6.7814866553656197	-5.3342569792584094
-6.2693454788840688	-5.6774336758958928
-6.1894110788065237	-6.4531449572467077
-6.5221649130386945	-7.5742985220692187
-7.2230805967709664	-8.9492024078523595
-8.2118350099900308	-10.3896621205475803
-9.3285958049357447	-11.5259254012663579
-10.2951010229729167	-11.8447616384378609
-10.7612188853866630	-10.9951133454319354
-10.4911541990145381	-9.2049288027568963
-9.5587414160327207	-7.2396078517230880
-8.3178175322215804	-5.8091700510088806
-7.1680080310843906	-5.1618955893255833
-6.3680242164533274	-5.2029797268187989
-6.0144734472156136	-5.7628985756379851
-6.1089359300459911	-6.7257118791244483
-6.6178289210978241	-8.0193878377714700
-7.4881634551623231	-9.5360371158325670
-8.6178774128553925	-11.0217255177333744
-9.7983650521135175	-12.0020886010459069
-10.6870860042057796	-11.9108073836172661
-10.9124522202506320	-10.5382587848960654
-10.3210569020781531	-8.4089385252346638
-9.1321599715351844	-6.4429233824546355
-7.7894158091972328	-5.2377605156066132
-6.6808742512229866	-4.8613549255637283
-6.0050323657120854	-5.1326354551695772
